a,b,c,d,y
0.0,0.0,0.0,0.0,1.30715
0.87,-0.31,0.51,0.9,1.449832164498818
0.36,0.51,0.0,1.62,1.1287271493870883
-0.41000000000000003,-0.29000000000000004,0.76,2.3200000000000003,1.6741005599319767
-0.040000000000000036,0.3999999999999999,0.98,2.18,1.4873838319433097
-0.46,0.9899999999999999,1.95,2.7800000000000002,2.861292819495618
-1.24,0.9999999999999999,2.2199999999999998,2.0700000000000003,4.171300932127313
-0.41000000000000003,0.8099999999999998,1.8599999999999999,3.0000000000000004,2.3741612122788993
-0.10000000000000003,1.4499999999999997,1.1999999999999997,2.2500000000000004,2.9020001696041926
0.8599999999999999,1.7399999999999998,0.7499999999999998,2.1000000000000005,2.779564462636169
-0.030000000000000138,2.03,0.1399999999999998,2.3300000000000005,2.1703927015333226
-0.06000000000000014,2.65,-0.3500000000000002,1.3500000000000005,1.807943472320195
0.9399999999999998,1.91,-0.5800000000000002,2.0300000000000007,1.6982398801961067
0.2799999999999998,2.69,-1.2500000000000002,1.2600000000000007,0.5290207214382171
0.6399999999999998,2.67,-0.8500000000000002,0.6600000000000007,0.9418964679455543
1.42,3.26,-1.6400000000000001,1.5200000000000007,0.07630723771671602
0.84,3.7299999999999995,-2.62,0.5200000000000007,-3.5363013999900232
0.52,2.76,-2.22,0.7300000000000006,-0.950220299898496
-0.16000000000000003,2.9299999999999997,-1.2400000000000002,1.3200000000000007,0.5434298500213854
0.31999999999999995,1.9699999999999998,-0.7200000000000002,2.2700000000000005,1.4374093362901175
1.18,1.9299999999999997,-0.9900000000000002,3.0600000000000005,1.7299082778365307
0.4999999999999999,2.8999999999999995,-1.1000000000000003,2.9500000000000006,0.489195714918149
0.9899999999999999,3.3799999999999994,-0.9900000000000003,2.2200000000000006,0.577154026370643
0.1499999999999999,2.6299999999999994,-0.9200000000000004,2.960000000000001,1.0687527933867071
0.8499999999999999,1.9099999999999995,-3.3306690738754696e-16,2.2200000000000006,1.5681093215148085
1.5799999999999998,1.1799999999999995,-0.7000000000000003,2.3100000000000005,3.0012470623975975
2.3,1.3199999999999994,0.1599999999999997,3.0500000000000007,4.6743503704843965
2.4299999999999997,1.9999999999999996,0.5299999999999997,2.9100000000000006,5.991778713022924
3.2699999999999996,2.6299999999999994,-0.12000000000000033,2.8700000000000006,9.673425265634378
3.3599999999999994,3.1599999999999993,0.18999999999999967,2.2500000000000004,10.492111730832026
4.319999999999999,3.289999999999999,-0.11000000000000032,1.2600000000000005,16.30259323232322
3.3999999999999995,4.139999999999999,0.23999999999999966,0.4300000000000005,11.67057827371792
3.5799999999999996,4.0299999999999985,-0.4300000000000004,-0.47999999999999954,11.28497332616084
3.5599999999999996,3.2499999999999982,-0.5300000000000004,-1.0699999999999994,10.593594290111493
3.4799999999999995,2.479999999999998,-0.5400000000000004,-1.3999999999999995,10.123480998450287
2.4799999999999995,3.149999999999998,-0.0700000000000004,-1.1299999999999994,5.984245658392204
2.2799999999999994,2.719999999999998,-0.7500000000000004,-1.3299999999999994,4.061413458896214
1.7699999999999994,1.8099999999999978,-1.5100000000000005,-2.1399999999999997,2.8102631035795653
1.5399999999999994,1.9599999999999977,-2.1700000000000004,-2.0199999999999996,1.7047772348319152
0.6699999999999994,1.4299999999999977,-1.8300000000000003,-1.7899999999999996,1.6658642206578027
1.5199999999999994,1.4899999999999978,-1.3400000000000003,-2.6699999999999995,2.595592695566302
2.0199999999999996,1.8999999999999977,-1.1300000000000003,-2.8199999999999994,3.6366045071078252
3.01,2.1099999999999977,-1.8800000000000003,-3.539999999999999,6.722869040092175
3.63,2.1299999999999977,-1.3800000000000003,-2.599999999999999,10.723121287236491
4.42,1.3499999999999976,-2.2700000000000005,-2.019999999999999,16.337846658820688
4.99,1.7399999999999975,-1.9600000000000004,-1.949999999999999,22.143458061076156
5.92,1.0399999999999976,-1.1200000000000006,-1.709999999999999,32.00719595802655
6.03,1.5299999999999976,-1.1600000000000006,-2.349999999999999,30.79413452605772
6.5,0.9399999999999976,-1.0500000000000005,-2.289999999999999,38.79842677466993
6.31,-0.02000000000000235,-1.2000000000000004,-3.0699999999999994,35.294034261560874
6.666666666666667,-0.25000000000000233,-0.4200000000000004,-3.7599999999999993,40.649461664071474
6.666666666666667,-0.6200000000000023,-1.2400000000000002,-3.4499999999999993,42.421377641558024
5.8966666666666665,-1.1000000000000023,-2.21,-2.6299999999999994,32.684095123790804
5.756666666666667,-0.6300000000000023,-1.93,-2.4399999999999995,31.9195613433987
4.956666666666667,-0.26000000000000234,-1.72,-3.3499999999999996,22.90022804583919
5.006666666666667,0.6099999999999977,-1.1,-2.9099999999999997,22.75137883451796
4.296666666666667,1.6199999999999977,-0.55,-2.2299999999999995,16.343194516224127
4.306666666666667,1.7599999999999976,-1.06,-2.1799999999999997,15.681229047410794
5.166666666666667,1.2699999999999976,-0.6000000000000001,-1.6799999999999997,22.523092512656604
5.716666666666667,1.2099999999999975,-0.3900000000000001,-1.2099999999999997,30.094517862893596
4.726666666666667,0.9199999999999975,-0.42000000000000015,-1.0299999999999998,18.672191994073206
4.696666666666666,0.25999999999999746,-1.37,-1.94,20.983326268138175
4.196666666666666,0.29999999999999744,-1.94,-1.5699999999999998,17.316872115774444
3.9666666666666663,-0.20000000000000256,-2.91,-1.65,15.108871532245727
3.2966666666666664,0.5999999999999974,-2.7600000000000002,-1.02,10.947315322781751
3.306666666666666,0.0799999999999974,-2.14,-1.1400000000000001,12.134896703314213
4.166666666666666,0.8899999999999975,-1.2200000000000002,-1.08,15.863102104467666
3.916666666666666,1.1499999999999975,-0.8200000000000002,-1.1400000000000001,13.895434169848492
4.656666666666666,1.5299999999999976,-1.4700000000000002,-1.04,18.143188507624277
5.156666666666666,1.8499999999999976,-0.7400000000000002,-1.69,23.49998596326389
4.816666666666666,1.2099999999999977,-1.5700000000000003,-0.98,21.219616955723723
3.9866666666666664,1.6999999999999977,-2.1900000000000004,-0.08999999999999997,13.748507250449277
4.636666666666667,1.4499999999999977,-1.5300000000000002,-0.99,17.829357243635027
4.866666666666667,2.429999999999998,-1.5900000000000003,-1.5,20.266372450462548
4.496666666666667,1.439999999999998,-1.7400000000000002,-2.01,17.55546101979539
5.346666666666667,1.1199999999999979,-0.8200000000000002,-1.8899999999999997,25.73428979101501
5.1866666666666665,1.5899999999999979,-1.4100000000000001,-1.0499999999999998,24.12833740304322
5.256666666666667,2.0699999999999976,-1.86,-1.39,22.493752442285384
5.926666666666667,1.9099999999999977,-1.29,-1.7,30.45017285123427
6.276666666666666,2.6999999999999975,-0.8,-2.51,34.36367130486475
5.756666666666666,1.6999999999999975,0.010000000000000009,-3.1199999999999997,27.678324689933994
6.546666666666666,2.5199999999999974,-0.82,-3.8699999999999997,37.67637355748656
5.946666666666666,3.1499999999999972,-0.94,-4.04,31.671661455797928
5.736666666666666,2.2699999999999974,-1.41,-4.47,28.051793915187098
6.666666666666667,3.2299999999999973,-0.7599999999999999,-5.17,37.360222412517345
5.986666666666667,2.6199999999999974,-0.8199999999999998,-4.82,32.419450954238776
6.656666666666667,2.7399999999999975,-1.7899999999999998,-4.78,37.370201360207744
6.536666666666667,1.7999999999999976,-0.9599999999999999,-4.25,37.829618332247215
6.666666666666667,0.8699999999999976,-1.6599999999999997,-3.48,40.82611710158928
6.666666666666667,1.0799999999999976,-2.0599999999999996,-3.7,40.21208633013364
5.906666666666667,0.20999999999999763,-1.1499999999999995,-2.8000000000000003,30.39896142706804
6.366666666666667,0.7399999999999977,-0.4699999999999994,-2.0200000000000005,37.59821057446612
6.666666666666667,-0.10000000000000231,-1.2899999999999994,-1.6700000000000004,40.91587765469533
6.666666666666667,-0.8800000000000023,-0.7399999999999993,-1.2100000000000004,39.01814015029691
6.666666666666667,-1.8300000000000023,-1.3499999999999992,-1.6400000000000003,42.0961959071436
6.336666666666667,-2.170000000000002,-0.8399999999999992,-1.0100000000000002,37.75511293895728
6.666666666666667,-1.3500000000000023,-0.049999999999999156,-0.2100000000000002,38.197777211276524
6.626666666666667,-1.1900000000000024,-0.9399999999999992,0.04999999999999982,41.11926795122018
5.806666666666667,-2.0400000000000023,-1.2699999999999991,0.5299999999999998,31.834262043926852
5.1866666666666665,-2.210000000000002,-1.7799999999999991,0.5799999999999998,26.868271192397252
5.8566666666666665,-3.0800000000000023,-1.8799999999999992,1.5399999999999998,37.649719677625946
5.286666666666666,-3.5400000000000023,-1.6599999999999993,1.38,31.097580212001183
5.506666666666666,-2.530000000000002,-2.1399999999999992,2.08,32.0843680648399
5.0666666666666655,-2.230000000000002,-1.2599999999999993,2.13,25.98781130325846
4.606666666666666,-3.130000000000002,-1.4599999999999993,2.33,22.57560791225206
4.416666666666665,-2.870000000000002,-1.7399999999999993,2.81,22.04312476751295
4.036666666666665,-3.1900000000000017,-0.8699999999999993,2.79,16.743155369052417
3.2666666666666653,-2.9400000000000017,-0.5299999999999994,2.33,10.099942339347143
4.246666666666665,-2.290000000000002,-1.2499999999999993,2.21,18.715374857596654
3.7666666666666653,-3.200000000000002,-0.4499999999999993,2.4699999999999998,12.909777470033386
4.296666666666665,-3.700000000000002,-0.2299999999999993,1.5199999999999998,16.37580130045618
4.596666666666665,-3.320000000000002,-0.2799999999999993,0.7299999999999998,19.088905654548192
4.766666666666665,-4.320000000000002,0.1700000000000007,-0.27000000000000024,17.917535797949704
4.226666666666665,-3.950000000000002,-0.4399999999999993,-0.26000000000000023,15.991449116538599
4.076666666666664,-3.2500000000000018,-0.10999999999999927,0.17999999999999977,13.142040949821464
5.086666666666664,-3.9000000000000017,0.29000000000000076,-0.6400000000000001,21.4653373754103
5.496666666666664,-3.8800000000000017,0.40000000000000074,-0.7100000000000002,24.77088258165179
5.176666666666664,-3.4900000000000015,-0.45999999999999924,-1.7000000000000002,25.220115020067997
5.896666666666664,-2.7200000000000015,0.3700000000000007,-1.6800000000000002,30.19629467296943
5.846666666666664,-2.9600000000000017,0.16000000000000072,-1.9600000000000002,30.30812839702574
5.446666666666664,-3.0000000000000018,-0.7699999999999994,-2.2,28.382516479344602
4.5766666666666636,-3.7100000000000017,0.1800000000000006,-1.54,16.651407733966078
4.906666666666664,-3.9800000000000018,0.5900000000000005,-1.43,18.3600117568677
5.506666666666663,-3.5900000000000016,1.0100000000000005,-1.41,21.814959010231092
5.116666666666664,-3.9500000000000015,1.3900000000000006,-0.7399999999999999,16.527517550715718
6.106666666666664,-4.490000000000002,1.0400000000000005,-0.2599999999999999,27.586251475062596
6.5366666666666635,-5.410000000000002,0.2900000000000005,-0.5899999999999999,36.030985729454294
5.936666666666664,-4.580000000000002,-0.4199999999999995,-0.30999999999999983,31.765210143702458
6.146666666666664,-4.550000000000002,0.5900000000000005,0.04000000000000015,29.303454412223
5.256666666666664,-3.7400000000000015,0.9800000000000005,0.43000000000000016,19.471322357241494
4.436666666666664,-3.2800000000000016,1.3600000000000005,0.5600000000000002,11.909475205648857
5.416666666666664,-3.2200000000000015,1.4600000000000006,-0.22999999999999987,21.65998376567897
4.536666666666664,-2.4800000000000013,1.8500000000000005,-0.20999999999999988,14.05007393775494
4.466666666666664,-3.1700000000000013,0.9200000000000005,-0.3899999999999999,14.268623266795949
3.926666666666664,-4.090000000000002,1.8700000000000006,-0.94,5.504024996518245
4.076666666666664,-4.620000000000002,1.2100000000000004,-0.82,8.657542869074367
3.5066666666666646,-4.990000000000002,0.8100000000000004,-1.19,6.247485671453595
3.1966666666666645,-5.740000000000002,-0.07999999999999963,-1.21,8.35121484968148
2.8866666666666645,-4.940000000000002,0.07000000000000037,-1.1199999999999999,5.7001884459614205
3.6666666666666643,-4.080000000000002,-0.36999999999999966,-1.5599999999999998,11.819749046254543
3.3566666666666642,-3.990000000000002,-1.1799999999999997,-1.8499999999999999,14.169520289312045
3.636666666666664,-3.190000000000002,-1.8799999999999997,-1.0599999999999998,17.56811222485359
3.946666666666664,-2.5400000000000023,-1.1699999999999997,-0.11999999999999988,15.716154156685889
3.176666666666664,-2.6400000000000023,-0.8799999999999997,0.5500000000000002,11.03314896816107
3.9166666666666643,-2.5300000000000025,-1.3599999999999997,-0.2799999999999998,17.32426605592186
3.4966666666666644,-3.3700000000000023,-1.1299999999999997,-0.6499999999999998,14.18852231605882
4.416666666666664,-2.6700000000000026,-1.9599999999999995,-1.5199999999999998,22.384101987674878
5.4066666666666645,-1.7800000000000025,-2.4399999999999995,-2.4099999999999997,29.18834099462239
5.056666666666665,-2.3100000000000023,-1.8199999999999994,-2.57,26.283907780962988
4.986666666666665,-1.3000000000000023,-1.8599999999999994,-3.48,25.103812416088658
5.566666666666665,-1.6600000000000024,-1.7399999999999993,-4.25,31.745531824843514
6.176666666666665,-2.4700000000000024,-1.6999999999999993,-3.82,38.971785960058206
5.4066666666666645,-2.4200000000000026,-1.0999999999999992,-4.58,27.244968218038004
5.886666666666665,-2.4200000000000026,-0.7399999999999992,-4.45,32.203325561427526
5.356666666666665,-1.8000000000000025,-1.729999999999999,-4.640000000000001,28.14020396686882
4.626666666666665,-1.7800000000000025,-1.0299999999999991,-4.41,19.925021110340914
4.356666666666666,-1.0200000000000025,-1.4099999999999993,-4.6000000000000005,18.61693907025812
3.8566666666666656,-1.8500000000000023,-1.8199999999999992,-5.53,16.7973568613759
4.846666666666666,-1.5700000000000023,-1.3899999999999992,-4.61,22.216251976346634
5.846666666666666,-0.9100000000000023,-0.4599999999999992,-5.58,30.91823308832289
6.5666666666666655,-1.7700000000000022,0.030000000000000804,-5.88,37.664142937790515
6.666666666666667,-1.2300000000000022,-0.8199999999999992,-6.64,42.267924078210704
6.546666666666667,-0.42000000000000215,-1.4499999999999993,-6.666666666666667,38.09981632902722
6.386666666666667,-1.3100000000000023,-2.3399999999999994,-6.666666666666667,39.08795479160081
6.006666666666667,-1.0700000000000023,-1.3699999999999994,-6.126666666666667,33.39223281153468
6.666666666666667,-1.1900000000000022,-1.7799999999999994,-6.666666666666667,43.245827022773035
6.666666666666667,-1.2700000000000022,-0.9799999999999993,-6.666666666666667,42.06577316690341
6.056666666666667,-0.6000000000000022,-1.8999999999999995,-6.666666666666667,32.538384978764334
5.556666666666667,0.09999999999999776,-2.5799999999999996,-6.006666666666667,29.572218196016372
6.516666666666667,-0.3800000000000022,-2.05,-5.626666666666667,40.634084997954744
6.306666666666667,-1.0400000000000023,-2.86,-6.096666666666667,39.76055434192172
5.9366666666666665,-1.5000000000000022,-3.4899999999999998,-5.816666666666666,38.123395797152966
6.1066666666666665,-0.5300000000000022,-2.63,-6.276666666666666,34.9094656996302
6.666666666666667,-0.39000000000000223,-1.91,-6.596666666666667,39.489281938725824
5.716666666666667,-1.1800000000000024,-1.5799999999999998,-6.196666666666666,31.066207461673294
5.836666666666667,-1.7500000000000022,-2.02,-6.336666666666666,34.95895462524754
5.206666666666667,-1.8200000000000023,-1.38,-6.466666666666666,25.842743797444044
4.446666666666667,-2.2800000000000025,-2.25,-6.666666666666667,22.771764430718946
4.496666666666667,-2.4200000000000026,-2.6,-6.666666666666667,25.253732925967018
5.466666666666667,-1.5600000000000027,-3.2,-6.666666666666667,31.303060642332092
4.796666666666667,-2.4800000000000026,-3.0100000000000002,-5.926666666666667,26.67311110113796
4.906666666666667,-2.6500000000000026,-3.87,-6.086666666666667,30.907136807329575
5.406666666666667,-1.9700000000000024,-3.35,-6.476666666666667,33.64183875957812
5.176666666666667,-2.5000000000000027,-2.5100000000000002,-5.566666666666666,29.6675991567936
5.416666666666667,-2.9700000000000024,-1.7500000000000002,-5.226666666666667,30.783425055320397
4.466666666666667,-1.9600000000000024,-1.5800000000000003,-5.886666666666667,21.140384834016103
3.8266666666666667,-2.5000000000000027,-1.2400000000000002,-6.086666666666667,15.934497130606163
4.6066666666666665,-2.6700000000000026,-1.4200000000000002,-5.566666666666666,22.652920782575336
5.456666666666666,-1.6900000000000026,-1.9900000000000002,-4.6466666666666665,30.63913134365805
4.796666666666666,-1.4800000000000026,-1.08,-5.406666666666666,21.963653012085963
4.256666666666666,-2.2700000000000027,-1.4200000000000002,-6.226666666666667,19.11274745975542
3.486666666666666,-2.0000000000000027,-1.0000000000000002,-6.666666666666667,12.185641264320882
4.226666666666666,-2.0100000000000025,-0.8200000000000003,-5.816666666666667,16.99732121559889
5.116666666666665,-1.9100000000000024,0.09999999999999976,-5.8066666666666675,21.68701134799137
5.426666666666665,-2.1400000000000023,-0.6600000000000003,-6.0166666666666675,27.094771512573697
5.986666666666665,-1.1700000000000024,-0.9400000000000003,-6.666666666666667,33.2633860353833
6.506666666666664,-0.16000000000000236,-0.5000000000000002,-6.466666666666667,38.22294440892052
6.666666666666667,-0.26000000000000234,-0.8200000000000003,-6.406666666666667,41.07415658322637
6.666666666666667,-0.03000000000000233,-0.7600000000000002,-6.666666666666667,41.404945571120585
6.056666666666667,0.11999999999999766,-1.4400000000000004,-5.826666666666667,32.762686505975395
5.586666666666667,-0.3600000000000023,-2.1300000000000003,-6.036666666666667,28.891973115692682
4.726666666666667,0.3899999999999977,-1.2300000000000004,-6.666666666666667,19.73648400872072
5.566666666666666,1.1399999999999977,-0.39000000000000046,-5.796666666666667,28.355602141125335
5.136666666666667,1.1999999999999977,0.1599999999999996,-5.476666666666667,23.448853698415196
5.4366666666666665,0.7999999999999977,0.06999999999999959,-6.476666666666667,25.30160135873061
5.656666666666666,1.5499999999999976,1.0699999999999996,-6.666666666666667,29.320684832520556
5.486666666666666,2.3699999999999974,0.37999999999999967,-6.376666666666667,26.408127208068578
5.096666666666667,2.5599999999999974,-0.27000000000000035,-5.766666666666667,23.43642319452647
5.9366666666666665,3.4499999999999975,-1.1000000000000003,-6.626666666666667,29.39598934517636
5.6466666666666665,3.0499999999999976,-1.0900000000000003,-6.666666666666667,25.550650217030597
5.766666666666667,2.9599999999999977,-0.8300000000000003,-6.666666666666667,27.95857653167739
5.926666666666667,3.749999999999998,-1.7200000000000002,-6.006666666666667,28.834478670304776
6.296666666666667,3.1999999999999975,-1.3100000000000003,-6.056666666666667,31.82791920586894
6.666666666666667,2.6399999999999975,-0.7100000000000003,-6.666666666666667,40.30019855303705
6.666666666666667,2.8899999999999975,-0.9900000000000003,-5.826666666666667,39.00603923999027
6.666666666666667,2.3299999999999974,-0.02000000000000035,-5.076666666666667,40.120730159573306
5.956666666666667,3.1399999999999975,0.35999999999999965,-5.716666666666667,33.85859443409937
5.216666666666667,3.8499999999999974,0.9899999999999997,-5.506666666666667,28.44177320769418
5.816666666666666,4.269999999999998,0.5099999999999997,-4.596666666666667,31.730659150181403
5.086666666666666,3.809999999999998,-0.05000000000000038,-4.926666666666667,24.27213788567679
5.746666666666666,3.079999999999998,-0.15000000000000038,-5.1066666666666665,29.695631938302512
4.746666666666666,3.079999999999998,-0.7500000000000003,-5.3566666666666665,18.319903472729987
